ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
KEN,Central,1139005,Infant mortality rate,37,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_IMR,63206030,I,416002,1416040,Region,Central,14003,Ten years preceding the survey,0,1,CMECMRCIMR,KEDHS1989416002,1989,DHS,,,26,49,1
KEN,Rift Valley,883491,Infant mortality rate,35,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_IMR,63206030,I,416006,1416050,Region,Rift Valley,14003,Ten years preceding the survey,0,1,CMECMRCIMR,KEDHS1989416006,1989,DHS,,,22,48,1
KEN,Western,1223112,Infant mortality rate,75,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_IMR,63206030,I,416007,1416070,Region,Western,14003,Ten years preceding the survey,0,1,CMECMRCIMR,KEDHS1989416007,1989,DHS,,,61,89,1
KEN,Nyanza,1024523,Infant mortality rate,94,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_IMR,63206030,I,416005,1416080,Region,Nyanza,14003,Ten years preceding the survey,0,1,CMECMRCIMR,KEDHS1989416005,1989,DHS,,,69,120,1
KEN,Nairobi,1914961,Infant mortality rate,46,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_IMR,63206030,I,416001,1416090,Region,Nairobi,14003,Ten years preceding the survey,0,1,CMECMRCIMR,KEDHS1989416001,1989,DHS,,,34,58,1
KEN,Coast,1180238,Under-five mortality rate,158,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416003,1416010,Region,Coast,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416003,1989,DHS,,,112,203,1
KEN,Eastern,1146856,Under-five mortality rate,64,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416004,1416030,Region,Eastern,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416004,1989,DHS,,,43,85,1
KEN,Central,1904276,Under-five mortality rate,46,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416002,1416040,Region,Central,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416002,1989,DHS,,,34,59,1
KEN,Rift Valley,873860,Under-five mortality rate,51,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416006,1416050,Region,Rift Valley,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416006,1989,DHS,,,37,66,1
KEN,Western,1103138,Under-five mortality rate,133,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416007,1416070,Region,Western,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416007,1989,DHS,,,116,151,1
KEN,Nyanza,1920020,Under-five mortality rate,149,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416005,1416080,Region,Nyanza,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416005,1989,DHS,,,104,194,1
KEN,Nairobi,1054826,Under-five mortality rate,81,0,KE,Kenya,1989,KE1989DHS,CM_ECMR_C_U5M,63206050,I,416001,1416090,Region,Nairobi,14003,Ten years preceding the survey,0,1,CMECMRCU5M,KEDHS1989416001,1989,DHS,,,59,102,1
KEN,Coast,3143679,Received all 8 basic vaccinations,45.5,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416003,1416010,Region,Coast,0,,0,1,CHVACCCBAS,KEDHS1989416003,1989,DHS,73,115,,,1
KEN,Eastern,235939,Received all 8 basic vaccinations,57.5,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416004,1416030,Region,Eastern,0,,0,1,CHVACCCBAS,KEDHS1989416004,1989,DHS,240,175,,,1
KEN,Central,1970557,Received all 8 basic vaccinations,53.5,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416002,1416040,Region,Central,0,,0,1,CHVACCCBAS,KEDHS1989416002,1989,DHS,203,225,,,1
KEN,Rift Valley,1987577,Received all 8 basic vaccinations,43.5,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416006,1416050,Region,Rift Valley,0,,0,1,CHVACCCBAS,KEDHS1989416006,1989,DHS,289,225,,,1
KEN,Western,523261,Received all 8 basic vaccinations,30.4,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416007,1416070,Region,Western,0,,0,1,CHVACCCBAS,KEDHS1989416007,1989,DHS,189,197,,,1
KEN,Nyanza,5774227,Received all 8 basic vaccinations,35.2,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416005,1416080,Region,Nyanza,0,,0,1,CHVACCCBAS,KEDHS1989416005,1989,DHS,226,221,,,1
KEN,Nairobi,4375708,Received all 8 basic vaccinations,37.5,1,KE,Kenya,1989,KE1989DHS,CH_VACC_C_BAS,93906230,I,416001,1416090,Region,Nairobi,0,,0,1,CHVACCCBAS,KEDHS1989416001,1989,DHS,93,144,,,1
KEN,Coast,1319788,Median duration of exclusive breastfeeding,0.5,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416003,1416010,Region,Coast,0,,0,1,CNBFDRCMDE,KEDHS1989416003,1989,DHS,,,,,1
KEN,Eastern,1343661,Median duration of exclusive breastfeeding,0.6,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416004,1416030,Region,Eastern,0,,0,1,CNBFDRCMDE,KEDHS1989416004,1989,DHS,,,,,1
KEN,Central,1328100,Median duration of exclusive breastfeeding,0.6,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416002,1416040,Region,Central,0,,0,1,CNBFDRCMDE,KEDHS1989416002,1989,DHS,,,,,1
KEN,Rift Valley,1343677,Median duration of exclusive breastfeeding,0.5,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416006,1416050,Region,Rift Valley,0,,0,1,CNBFDRCMDE,KEDHS1989416006,1989,DHS,,,,,1
KEN,Western,1343669,Median duration of exclusive breastfeeding,1.6,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416007,1416070,Region,Western,0,,0,1,CNBFDRCMDE,KEDHS1989416007,1989,DHS,,,,,1
KEN,Nyanza,6164965,Median duration of exclusive breastfeeding,0.5,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416005,1416080,Region,Nyanza,0,,0,1,CNBFDRCMDE,KEDHS1989416005,1989,DHS,,,,,1
KEN,Nairobi,1319777,Median duration of exclusive breastfeeding,0.6,1,KE,Kenya,1989,KE1989DHS,CN_BFDR_C_MDE,104336020,I,416001,1416090,Region,Nairobi,0,,0,1,CNBFDRCMDE,KEDHS1989416001,1989,DHS,,,,,1
KEN,Coast,2754780,Total fertility rate 15-49,5.3,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416003,1416010,Region,Coast,0,,0,1,FEFRTRWTFR,KEDHS1993416003,1993,DHS,,,,,1
KEN,Eastern,2771128,Total fertility rate 15-49,5.9,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416004,1416030,Region,Eastern,0,,0,1,FEFRTRWTFR,KEDHS1993416004,1993,DHS,,,,,1
KEN,Central,2771077,Total fertility rate 15-49,3.9,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416002,1416040,Region,Central,0,,0,1,FEFRTRWTFR,KEDHS1993416002,1993,DHS,,,,,1
KEN,Rift Valley,2746962,Total fertility rate 15-49,5.7,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416006,1416050,Region,Rift Valley,0,,0,1,FEFRTRWTFR,KEDHS1993416006,1993,DHS,,,,,1
KEN,Western,2764265,Total fertility rate 15-49,6.4,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416007,1416070,Region,Western,0,,0,1,FEFRTRWTFR,KEDHS1993416007,1993,DHS,,,,,1
KEN,Nyanza,3791423,Total fertility rate 15-49,5.8,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416005,1416080,Region,Nyanza,0,,0,1,FEFRTRWTFR,KEDHS1993416005,1993,DHS,,,,,1
KEN,Nairobi,2746976,Total fertility rate 15-49,3.4,1,KE,Kenya,1993,KE1993DHS,FE_FRTR_W_TFR,11763080,I,416001,1416090,Region,Nairobi,0,,0,1,FEFRTRWTFR,KEDHS1993416001,1993,DHS,,,,,1
KEN,Coast,273975,Married women currently using any method of contraception,20.2,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416003,1416010,Region,Coast,0,,0,1,FPCUSMWANY,KEDHS1993416003,1993,DHS,445,651,,,1
KEN,Eastern,4993207,Married women currently using any method of contraception,38.4,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416004,1416030,Region,Eastern,0,,0,1,FPCUSMWANY,KEDHS1993416004,1993,DHS,864,649,,,1
KEN,Central,1555892,Married women currently using any method of contraception,56,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416002,1416040,Region,Central,0,,0,1,FPCUSMWANY,KEDHS1993416002,1993,DHS,610,600,,,1
KEN,Rift Valley,559254,Married women currently using any method of contraception,27.8,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416006,1416050,Region,Rift Valley,0,,0,1,FPCUSMWANY,KEDHS1993416006,1993,DHS,992,1074,,,1
KEN,Western,1532933,Married women currently using any method of contraception,25.1,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416007,1416070,Region,Western,0,,0,1,FPCUSMWANY,KEDHS1993416007,1993,DHS,710,611,,,1
KEN,Nyanza,1555889,Married women currently using any method of contraception,23.8,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416005,1416080,Region,Nyanza,0,,0,1,FPCUSMWANY,KEDHS1993416005,1993,DHS,737,802,,,1
KEN,Nairobi,6185725,Married women currently using any method of contraception,45.4,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_ANY,32633010,I,416001,1416090,Region,Nairobi,0,,0,1,FPCUSMWANY,KEDHS1993416001,1993,DHS,271,196,,,1
KEN,Coast,273976,Married women currently using any modern method of contraception,16.6,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416003,1416010,Region,Coast,0,,0,1,FPCUSMWMOD,KEDHS1993416003,1993,DHS,445,651,,,1
KEN,Eastern,4993208,Married women currently using any modern method of contraception,30.5,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416004,1416030,Region,Eastern,0,,0,1,FPCUSMWMOD,KEDHS1993416004,1993,DHS,864,649,,,1
KEN,Central,1555893,Married women currently using any modern method of contraception,49.7,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416002,1416040,Region,Central,0,,0,1,FPCUSMWMOD,KEDHS1993416002,1993,DHS,610,600,,,1
KEN,Rift Valley,559255,Married women currently using any modern method of contraception,21,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416006,1416050,Region,Rift Valley,0,,0,1,FPCUSMWMOD,KEDHS1993416006,1993,DHS,992,1074,,,1
KEN,Western,1532934,Married women currently using any modern method of contraception,21.7,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416007,1416070,Region,Western,0,,0,1,FPCUSMWMOD,KEDHS1993416007,1993,DHS,710,611,,,1
KEN,Nyanza,1555900,Married women currently using any modern method of contraception,21.5,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416005,1416080,Region,Nyanza,0,,0,1,FPCUSMWMOD,KEDHS1993416005,1993,DHS,737,802,,,1
KEN,Nairobi,6185726,Married women currently using any modern method of contraception,37.8,1,KE,Kenya,1993,KE1993DHS,FP_CUSM_W_MOD,32633020,I,416001,1416090,Region,Nairobi,0,,0,1,FPCUSMWMOD,KEDHS1993416001,1993,DHS,271,196,,,1
KEN,Coast,518812,Unmet need for family planning,33.1,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416003,1416010,Region,Coast,0,,0,1,FPNADMWUNT,KEDHS1993416003,1993,DHS,445,651,,,1
KEN,Eastern,1556046,Unmet need for family planning,40.2,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416004,1416030,Region,Eastern,0,,0,1,FPNADMWUNT,KEDHS1993416004,1993,DHS,864,649,,,1
KEN,Central,1556035,Unmet need for family planning,24.5,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416002,1416040,Region,Central,0,,0,1,FPNADMWUNT,KEDHS1993416002,1993,DHS,610,600,,,1
KEN,Rift Valley,4998639,Unmet need for family planning,35.9,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416006,1416050,Region,Rift Valley,0,,0,1,FPNADMWUNT,KEDHS1993416006,1993,DHS,992,1074,,,1
KEN,Western,5426128,Unmet need for family planning,41.6,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416007,1416070,Region,Western,0,,0,1,FPNADMWUNT,KEDHS1993416007,1993,DHS,710,611,,,1
KEN,Nyanza,5829954,Unmet need for family planning,36.5,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416005,1416080,Region,Nyanza,0,,0,1,FPNADMWUNT,KEDHS1993416005,1993,DHS,737,802,,,1
KEN,Nairobi,2814928,Unmet need for family planning,25.5,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_UNT,32933030,I,416001,1416090,Region,Nairobi,0,,0,1,FPNADMWUNT,KEDHS1993416001,1993,DHS,271,196,,,1
KEN,Coast,3715278,Demand for family planning satisfied by modern methods,31.2,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416003,1416010,Region,Coast,0,,0,1,FPNADMWPDM,KEDHS1993416003,1993,DHS,238,379,,,1
KEN,Eastern,6735962,Demand for family planning satisfied by modern methods,38.9,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416004,1416030,Region,Eastern,0,,0,1,FPNADMWPDM,KEDHS1993416004,1993,DHS,679,510,,,1
KEN,Central,4467027,Demand for family planning satisfied by modern methods,61.7,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416002,1416040,Region,Central,0,,0,1,FPNADMWPDM,KEDHS1993416002,1993,DHS,491,486,,,1
KEN,Rift Valley,6020465,Demand for family planning satisfied by modern methods,32.9,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416006,1416050,Region,Rift Valley,0,,0,1,FPNADMWPDM,KEDHS1993416006,1993,DHS,633,706,,,1
KEN,Western,1533068,Demand for family planning satisfied by modern methods,32.5,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416007,1416070,Region,Western,0,,0,1,FPNADMWPDM,KEDHS1993416007,1993,DHS,474,413,,,1
KEN,Nyanza,5456796,Demand for family planning satisfied by modern methods,35.7,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416005,1416080,Region,Nyanza,0,,0,1,FPNADMWPDM,KEDHS1993416005,1993,DHS,444,491,,,1
KEN,Nairobi,5873249,Demand for family planning satisfied by modern methods,53.2,1,KE,Kenya,1993,KE1993DHS,FP_NADM_W_PDM,32933150,I,416001,1416090,Region,Nairobi,0,,0,1,FPNADMWPDM,KEDHS1993416001,1993,DHS,192,139,,,1
KEN,Coast,1414103,Median age at first marriage [Women]: 25-49,17.4,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416003,1416010,Region,Coast,0,,0,1,MAAAFMWM2B,KEDHS1993416003,1993,DHS,,,,,1
KEN,Eastern,1429560,Median age at first marriage [Women]: 25-49,19.3,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416004,1416030,Region,Eastern,0,,0,1,MAAAFMWM2B,KEDHS1993416004,1993,DHS,,,,,1
KEN,Central,1429548,Median age at first marriage [Women]: 25-49,20.1,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416002,1416040,Region,Central,0,,0,1,MAAAFMWM2B,KEDHS1993416002,1993,DHS,,,,,1
KEN,Rift Valley,1421690,Median age at first marriage [Women]: 25-49,18.6,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416006,1416050,Region,Rift Valley,0,,0,1,MAAAFMWM2B,KEDHS1993416006,1993,DHS,,,,,1
KEN,Western,1405344,Median age at first marriage [Women]: 25-49,18.4,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416007,1416070,Region,Western,0,,0,1,MAAAFMWM2B,KEDHS1993416007,1993,DHS,,,,,1
KEN,Nyanza,3817410,Median age at first marriage [Women]: 25-49,17.4,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416005,1416080,Region,Nyanza,0,,0,1,MAAAFMWM2B,KEDHS1993416005,1993,DHS,,,,,1
KEN,Nairobi,1421675,Median age at first marriage [Women]: 25-49,21,1,KE,Kenya,1993,KE1993DHS,MA_AAFM_W_M2B,41633090,I,416001,1416090,Region,Nairobi,0,,0,1,MAAAFMWM2B,KEDHS1993416001,1993,DHS,,,,,1
KEN,Coast,1414213,Median age at first sexual intercourse [Women]: 25-49,16.9,1,KE,Kenya,1993,KE1993DHS,SX_AAFS_W_M2B,51703090,I,416003,1416010,Region,Coast,0,,0,1,SXAAFSWM2B,KEDHS1993416003,1993,DHS,,,,,1
KEN,Eastern,1429675,Median age at first sexual intercourse [Women]: 25-49,16.6,1,KE,Kenya,1993,KE1993DHS,SX_AAFS_W_M2B,51703090,I,416004,1416030,Region,Eastern,0,,0,1,SXAAFSWM2B,KEDHS1993416004,1993,DHS,,,,,1
KEN,Central,1429687,Median age at first sexual intercourse [Women]: 25-49,17.8,1,KE,Kenya,1993,KE1993DHS,SX_AAFS_W_M2B,51703090,I,416002,1416040,Region,Central,0,,0,1,SXAAFSWM2B,KEDHS1993416002,1993,DHS,,,,,1
KEN,Rift Valley,1421783,Median age at first sexual intercourse [Women]: 25-49,17.1,1,KE,Kenya,1993,KE1993DHS,SX_AAFS_W_M2B,51703090,I,416006,1416050,Region,Rift Valley,0,,0,1,SXAAFSWM2B,KEDHS1993416006,1993,DHS,,,,,1
KEN,Western,1405454,Median age at first sexual intercourse [Women]: 25-49,16.7,1,KE,Kenya,1993,KE1993DHS,SX_AAFS_W_M2B,51703090,I,416007,1416070,Region,Western,0,,0,1,SXAAFSWM2B,KEDHS1993416007,1993,DHS,,,,,1
KEN,Nyanza,3817429,Median age at first sexual intercourse [Women]: 25-49,15.5,1,KE,Kenya,1993,KE1993DHS,SX_AAFS_W_M2B,51703090,I,416005,1416080,Region,Nyanza,0,,0,1,SXAAFSWM2B,KEDHS1993416005,1993,DHS,,,,,1
